SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
PZB02425.3,5,83233487,0.00948512418550157,0.238351254480287,279,0.259636524014069,0.278012416448482,0.95688460151547,-3.61598557953948
PHM904.21,7,69232215,0.0113266808086667,0.32258064516129,279,0.259636524014069,0.277139904078999,0.95688460151547,-3.57232796713271
PZB01983.2,5,23437363,0.0121460708872062,0.078853046594982,279,0.259636524014069,0.276797828479654,0.95688460151547,-6.31825509325449
PZB02215.3,7,9143567,0.0125101129350464,0.0609318996415771,279,0.259636524014069,0.276653432615661,0.95688460151547,-7.56943146626463
PZA03427.2,1,195589541,0.0126766147727157,0.247311827956989,279,0.259636524014069,0.276588831993563,0.95688460151547,-3.74292791111182
PZB00204.1,5,169853770,0.0131075835321365,0.424731182795699,279,0.259636524014069,0.276425613430388,0.95688460151547,-3.19273037560353
PZA00332.3,4,194749230,0.0135347751414309,0.345878136200717,279,0.259636524014069,0.276269214554016,0.95688460151547,3.69890015157566
PZA00277.13,2,141942735,0.0135606464948159,0.222222222222222,279,0.259636524014069,0.276259907480182,0.95688460151547,3.86432756041455
PZA03427.1,1,195589422,0.0140595308098595,0.261648745519713,279,0.259636524014069,0.276083944690477,0.95688460151547,-3.63577353192093
PZA00236.7,3,189437413,0.0142318482881598,0.132616487455197,279,0.259636524014069,0.276024664346031,0.95688460151547,-4.61473082447117
PZA03305.2,1,286642765,0.0153249574127261,0.344086021505376,279,0.259636524014069,0.275665110185534,0.95688460151547,-3.28988214330934
PZA03585.1,10,104900730,0.0156646334702711,0.134408602150538,279,0.259636524014069,0.275558776541175,0.95688460151547,4.23422013254867
PZA02742.1,3,97441783,0.0164775704865973,0.376344086021505,279,0.259636524014069,0.275313703140596,0.95688460151547,-3.18844369962159
PZA03395.5,8,130388141,0.0174324168860849,0.0842293906810036,279,0.259636524014069,0.275041388641333,0.95688460151547,5.01101707001257
PZA00517.4,5,18240536,0.0177910447598267,0.146953405017921,279,0.259636524014069,0.274943091464264,0.95688460151547,3.97016386692565
PZA03676.2,7,61311400,0.0183841584808991,0.10752688172043,279,0.259636524014069,0.27478495469576,0.95688460151547,4.95563504292696
PZB00093.2,4,122796082,0.0184586753654079,0.240143369175627,279,0.259636524014069,0.274765462669341,0.95688460151547,3.64749905576173
PZB00274.4,3,150837246,0.0187211976766968,0.159498207885305,279,0.259636524014069,0.274697438180483,0.95688460151547,4.41055608301269
PZA01313.2,10,3598262,0.0189873302309451,0.458781362007168,279,0.259636524014069,0.274629482862415,0.95688460151547,2.85764084215606
PZB01612.3,7,14349767,0.0194298926482495,0.267025089605735,279,0.259636524014069,0.274518640681552,0.95688460151547,3.34569381469106
PZB01109.1,3,194643731,0.0207707738349737,0.236559139784946,279,0.259636524014069,0.274198183364396,0.95688460151547,3.29722127860356
PZA03747.2,2,7473491,0.0208219001462363,0.259856630824373,279,0.259636524014069,0.274186394641131,0.95688460151547,3.39489343513611
PZA00447.8,1,9024005,0.0211954704016789,0.492831541218638,279,0.259636524014069,0.274101160740959,0.95688460151547,-3.11949209590236
PZA00623.1,1,293632805,0.0216589272598641,0.462365591397849,279,0.259636524014069,0.273997567125306,0.95688460151547,-3.13059732839949
PZA03024.16,5,198534153,0.022355754236738,0.415770609318996,279,0.259636524014069,0.27384607832756,0.95688460151547,-2.87070058611835
PZB00228.4,3,150830416,0.0224700109445652,0.170250896057348,279,0.259636524014069,0.273821709523023,0.95688460151547,-3.74759628530262
PZA00233.8,6,19092580,0.0226595084663747,0.227598566308244,279,0.259636524014069,0.273781576675066,0.95688460151547,3.39703786828159
PZA03748.3,2,7480880,0.0228112776942512,0.301075268817204,279,0.259636524014069,0.273749685698984,0.95688460151547,3.21067632506833
PZA02221.20,10,1948030,0.0230239088970903,0.401433691756272,279,0.259636524014069,0.273705376110363,0.95688460151547,3.01340562761681
PZB01881.11,6,93263819,0.0230618012971497,0.0537634408602151,279,0.259636524014069,0.273697524644829,0.95688460151547,5.93784573682869
PZA00510.2,6,131576099,0.0231536134471935,0.182795698924731,279,0.259636524014069,0.273678556441149,0.95688460151547,3.62545879168385
PZA03183.3,1,46064887,0.0234067289768709,0.333333333333333,279,0.259636524014069,0.273626666850538,0.95688460151547,-3.10430583841517
PZA02921.4,1,25035053,0.0238315678915258,0.408602150537634,279,0.259636524014069,0.273540875472509,0.95688460151547,-3.17751495603716
PZA03527.3,3,5748224,0.0244707579676648,0.116487455197133,279,0.259636524014069,0.273414760189449,0.95688460151547,-4.19843718248025
PZA02737.1,1,54049220,0.0249287015155976,0.317204301075269,279,0.259636524014069,0.273326502629898,0.95688460151547,2.99099524414879
PZA00182.4,6,113705211,0.025592887689737,0.379928315412186,279,0.259636524014069,0.273201461144658,0.95688460151547,-3.04464250852152
PZA00390.6,2,206974644,0.0259851461984896,0.0519713261648745,279,0.259636524014069,0.273129196244338,0.95688460151547,-6.12815038754206
PZA02945.37,10,33619945,0.0259919702646465,0.492831541218638,279,0.259636524014069,0.273127949174887,0.95688460151547,-2.89371914457365
PZA01715.1,9,142948545,0.0263020550730727,0.317204301075269,279,0.259636524014069,0.27307164071294,0.95688460151547,3.12947490028645
zb21.1,3,37536931,0.0266287191173458,0.225806451612903,279,0.259636524014069,0.273013067449623,0.95688460151547,-3.5584388454285
PZA00435.5,1,199755531,0.0266510111128618,0.422939068100358,279,0.259636524014069,0.27300909775641,0.95688460151547,-2.9055349272993
PZA00367.6,2,161879515,0.0266517309629875,0.0681003584229391,279,0.259636524014069,0.273008969625494,0.95688460151547,5.58056570060872
PZA03750.2,6,137325576,0.0273489669179248,0.354838709677419,279,0.259636524014069,0.272886533993443,0.95688460151547,-2.93905006529872
PZB02033.1,5,184588958,0.0273727819697293,0.39426523297491,279,0.259636524014069,0.27288240991205,0.95688460151547,-2.90641254482901
PZA01303.1,5,72408251,0.0275146422546496,0.222222222222222,279,0.259636524014069,0.27285792132401,0.95688460151547,-3.21214687304882
PZA03261.1,5,41024015,0.0276277844164034,0.0698924731182796,279,0.259636524014069,0.272838484716849,0.95688460151547,-5.12538596166019
PZA03069.4,6,81808364,0.0283228591136843,0.471326164874552,279,0.259636524014069,0.272720876837554,0.95688460151547,2.99878295984757
PZA03386.1,7,70374926,0.0283337240313734,0.182795698924731,279,0.259636524014069,0.272719062547505,0.95688460151547,-3.31376602543266
PZB02440.1,1,286271514,0.029370890680296,0.159498207885305,279,0.259636524014069,0.272549143567391,0.95688460151547,4.16129749383606
PZA00139.4,4,20064925,0.0294132989266793,0.439068100358423,279,0.259636524014069,0.27254233022497,0.95688460151547,-2.99866749049608
PZA02376.1,1,44506999,0.0294227257708186,0.137992831541219,279,0.259636524014069,0.272540817099197,0.95688460151547,-3.91250879749555
PZA03577.2,2,233876178,0.0303428448649011,0.123655913978495,279,0.259636524014069,0.272395520956518,0.95688460151547,4.36498377119688
PZA00387.1,6,84289867,0.0303660813383656,0.43010752688172,279,0.259636524014069,0.272391911740376,0.95688460151547,-2.79272010986247
PZB00454.2,1,188047850,0.0303925179854185,0.120071684587814,279,0.259636524014069,0.272387808975966,0.95688460151547,-4.29164668713291
PZA03761.3,3,110715343,0.0305607019597526,0.148745519713262,279,0.259636524014069,0.272361795435662,0.95688460151547,3.75315460829647
PZA00170.1,2,69623218,0.0307674976093922,0.182795698924731,279,0.259636524014069,0.272330014744171,0.95688460151547,-3.29621265742676
PZA01292.1,10,109633741,0.0309729572845214,0.344086021505376,279,0.259636524014069,0.272298660485687,0.95688460151547,3.00295484287525
PZB01471.3,10,145850362,0.0321729189931795,0.396057347670251,279,0.259636524014069,0.272119791717054,0.95688460151547,2.78594013705566
PZA03004.2,1,26449858,0.0322117007337188,0.057347670250896,279,0.259636524014069,0.272114128255804,0.95688460151547,-6.16093521711582
PZA01802.3,7,162945589,0.0327286834728705,0.388888888888889,279,0.259636524014069,0.272039307738432,0.95688460151547,-2.87993520050239
PZB00081.3,5,6961461,0.032907063530641,0.102150537634409,279,0.259636524014069,0.272013779314699,0.95688460151547,-4.59740330365821
PZB02514.3,6,146164106,0.0329849898822576,0.209677419354839,279,0.259636524014069,0.272002672665848,0.95688460151547,3.40932961674025
PZD00069.4,1,291834351,0.0330764809653167,0.166666666666667,279,0.259636524014069,0.271989667797821,0.95688460151547,-3.35776797256599
PZA02820.7,5,200813276,0.033781598817555,0.17741935483871,279,0.259636524014069,0.271890690431851,0.95688460151547,-3.64864844807872
PZB00045.3,5,7082937,0.0348764477997255,0.39426523297491,279,0.259636524014069,0.271741231491127,0.95688460151547,2.77462262732257
PZA00706.11,8,159898064,0.0352607356208652,0.399641577060932,279,0.259636524014069,0.271689939090579,0.95688460151547,2.82703744140818
PZA03296.8,6,83064592,0.0352699138963577,0.0913978494623656,279,0.259636524014069,0.271688721232897,0.95688460151547,4.79666531049733
PHM1275.22,1,294904743,0.0361408656966494,0.317204301075269,279,0.259636524014069,0.271574647826385,0.95688460151547,2.81125620526007
PZA03042.5,5,64413280,0.0367326955989523,0.0716845878136201,279,0.259636524014069,0.271498772086082,0.95688460151547,5.29710761317482
PZA02095.10,10,5119007,0.0371719850334379,0.125448028673835,279,0.259636524014069,0.271443280777039,0.95688460151547,3.79933006142222
PZA03647.3,3,185318086,0.0374664725338795,0.288530465949821,279,0.259636524014069,0.271406466412652,0.95688460151547,3.35119979700102
PZA00492.26,4,160161677,0.0375894669678509,0.155913978494624,279,0.259636524014069,0.271391180860252,0.95688460151547,3.5904690419776
PZB00165.4,2,43923359,0.0381640196091515,0.114695340501792,279,0.259636524014069,0.271320467834152,0.95688460151547,-4.23696418142083
PZA00166.1,3,171935933,0.0397692600264337,0.32078853046595,279,0.259636524014069,0.271128700638363,0.95688460151547,2.71965579454832
PZA00435.4,1,199755501,0.0398286094513414,0.318996415770609,279,0.259636524014069,0.271121767980994,0.95688460151547,2.77829760454122
PZA03296.3,6,83064553,0.0402348417209401,0.0519713261648745,279,0.259636524014069,0.271074606456682,0.95688460151547,5.40914196735662
PZA03743.1,3,191863818,0.0402785765022091,0.304659498207885,279,0.259636524014069,0.271069559068325,0.95688460151547,-3.19866977611701
PZA02702.1,9,16228586,0.0409524585176296,0.125448028673835,279,0.259636524014069,0.270992510460414,0.95688460151547,-3.77058401668079
PZB00149.1,1,188047564,0.0424839133594988,0.224014336917563,279,0.259636524014069,0.270822280498041,0.95688460151547,-2.9372194106287
PZB00018.4,1,275983631,0.0424980027020246,0.399641577060932,279,0.259636524014069,0.270820744667121,0.95688460151547,2.69119889485393
PZA00121.1,2,228972770,0.0425627108911674,0.421146953405018,279,0.259636524014069,0.270813697957437,0.95688460151547,2.56004259485945
PZA03304.1,5,4293537,0.0431956825688546,0.478494623655914,279,0.259636524014069,0.270745359082857,0.95688460151547,-2.83072749529165
PZA03711.3,10,121491202,0.0439445564660919,0.0627240143369176,279,0.259636524014069,0.270665862088702,0.95688460151547,5.72264474966983
PZB02005.1,5,188557321,0.0439896033349372,0.336917562724014,279,0.259636524014069,0.270661125927732,0.95688460151547,-2.55447827387374
PZA00265.4,3,55946639,0.0442514701740864,0.220430107526882,279,0.259636524014069,0.270633694910312,0.95688460151547,-3.18881404704422
PZB02215.9,7,9143576,0.0443154398161927,0.0537634408602151,279,0.259636524014069,0.270627020092321,0.95688460151547,6.30272151771328
PZB01977.3,8,17434841,0.0443849153829029,0.471326164874552,279,0.259636524014069,0.27061978231294,0.95688460151547,-2.60780202733159
PZA00175.2,1,8510027,0.0445458357670576,0.417562724014337,279,0.259636524014069,0.270603064022726,0.95688460151547,-2.5838922481654
PZA00579.2,9,147384886,0.044783840745224,0.28494623655914,279,0.259636524014069,0.270578454165059,0.95688460151547,2.79313870525783
PHM5232.9,7,169409684,0.0449038372551613,0.478494623655914,279,0.259636524014069,0.27056609892324,0.95688460151547,-2.67107485026344
PZB01412.2,10,126573429,0.0449427655795449,0.0734767025089605,279,0.259636524014069,0.270562098243946,0.95688460151547,5.72541624073415
PZA02916.4,9,15582109,0.0452205090843615,0.478494623655914,279,0.259636524014069,0.270533660518037,0.95688460151547,2.89151048419649
PZA00116.3,9,125052246,0.0452458214272187,0.145161290322581,279,0.259636524014069,0.270531078031555,0.95688460151547,-3.46599923201131
PZA01497.1,1,14578834,0.0461731662613007,0.378136200716846,279,0.259636524014069,0.270437506753061,0.95688460151547,-2.73252603169703
PZA03167.5,5,207603495,0.0472117666434479,0.437275985663082,279,0.259636524014069,0.270335046012379,0.95688460151547,-2.60134150391821
PHM17210.5,3,178229653,0.0474656755580308,0.344086021505376,279,0.259636524014069,0.27031036079088,0.95688460151547,-2.8364465380219
PZA00458.1,3,5481011,0.0475562415552672,0.456989247311828,279,0.259636524014069,0.270301589775346,0.95688460151547,2.717479384596
PZA00251.4,10,122517732,0.0477442467207881,0.184587813620072,279,0.259636524014069,0.270283438547904,0.95688460151547,3.52632982412979
PZB01983.1,5,23437641,0.048028406550105,0.111111111111111,279,0.259636524014069,0.270256147390891,0.95688460151547,-4.17479880645351
PZD00008.3,3,163617500,0.0481839641402234,0.204301075268817,279,0.259636524014069,0.270241279886632,0.95688460151547,3.27876193294162
PZA00108.12,2,13779884,0.0495624856956439,0.10752688172043,279,0.259636524014069,0.270111712065752,0.95688460151547,-4.14764291618847
PZA03117.2,7,170346253,0.0500083876337859,0.496415770609319,279,0.259636524014069,0.270070619474052,0.95688460151547,-2.40103634995111
wx1.1,9,23215033,0.0500570933600984,0.1415770609319,279,0.259636524014069,0.270066154548434,0.95688460151547,3.663997271011
PZA00654.12,1,32583282,0.0508703344093092,0.0967741935483871,279,0.259636524014069,0.269992278392834,0.95688460151547,4.84326834956005
PHM14152.18,8,131568112,0.0510863349215517,0.413978494623656,279,0.259636524014069,0.26997286751569,0.95688460151547,2.46455988592638
PZA03284.3,5,91651999,0.0520858534799358,0.220430107526882,279,0.259636524014069,0.269884168132922,0.95688460151547,-3.27580503172589
PZA02421.1,4,205427981,0.0522592151748045,0.435483870967742,279,0.259636524014069,0.26986896808981,0.95688460151547,-2.75613355871974
PZB01178.1,10,42369806,0.05227161343313,0.333333333333333,279,0.259636524014069,0.269867883089687,0.95688460151547,2.71511921448149
PZB00665.1,8,137572174,0.0527727989805036,0.290322580645161,279,0.259636524014069,0.269824251051663,0.95688460151547,-2.99817535927821
PZA03168.2,1,51514784,0.053195833240714,0.310035842293907,279,0.259636524014069,0.26978776465365,0.95688460151547,2.57881939541844
PZA02247.1,6,146544292,0.0534427583390092,0.462365591397849,279,0.259636524014069,0.269766610085689,0.95688460151547,2.46013291967012
PZA00627.1,3,56747948,0.0535555451307462,0.448028673835125,279,0.259636524014069,0.269756982026634,0.95688460151547,-2.52823092944652
lg2.2,3,175051298,0.0538835279480146,0.240143369175627,279,0.259636524014069,0.269729105993607,0.95688460151547,2.99017944035484
PZB01471.1,10,145850422,0.054508387791807,0.311827956989247,279,0.259636524014069,0.26967649453481,0.95688460151547,2.66221494778927
PZA03555.1,6,137325669,0.0545714309850518,0.220430107526882,279,0.259636524014069,0.26967122220645,0.95688460151547,-3.07123428924231
PZA00524.2,5,132594432,0.0548287973922386,0.482078853046595,279,0.259636524014069,0.269649765698229,0.95688460151547,-2.60873774862972
PZA03699.1,2,7482709,0.0548375572608571,0.209677419354839,279,0.259636524014069,0.269649037283029,0.95688460151547,3.34639504658742
PZA02663.1,10,137627429,0.0553819645511769,0.390681003584229,279,0.259636524014069,0.26960400962856,0.95688460151547,2.43789568305016
PZA02779.1,4,207114208,0.0575518000594829,0.458781362007168,279,0.259636524014069,0.269429119516648,0.95688460151547,2.62567285589557
PZB01109.2,3,194643852,0.0576725150568606,0.462365591397849,279,0.259636524014069,0.269419597444302,0.95688460151547,2.41197849313301
PZB02518.1,2,5058124,0.0580931219578793,0.448028673835125,279,0.259636524014069,0.269386585260511,0.95688460151547,-2.5295848016072
PZA00578.1,6,92705503,0.0582714557049349,0.0985663082437276,279,0.259636524014069,0.269372665385295,0.95688460151547,4.22907968694878
PZA01652.1,1,14898863,0.0594149616053874,0.277777777777778,279,0.259636524014069,0.269284476851092,0.95688460151547,2.71888086121163
PZA03648.2,3,185317151,0.0595230677163285,0.292114695340502,279,0.259636524014069,0.269276233625956,0.95688460151547,-2.89379406813489
PZA03058.21,9,19293212,0.0596290342610694,0.102150537634409,279,0.259636524014069,0.269268169069019,0.95688460151547,-3.82306259711328
PZA00120.4,8,147049220,0.0598613180164389,0.120071684587814,279,0.259636524014069,0.269250544668665,0.95688460151547,3.77152261005287
PZA01995.2,10,139616614,0.0604419265002373,0.274193548387097,279,0.259636524014069,0.26920680935719,0.95688460151547,2.74230444280118
PZA00294.20,1,63913289,0.0607295409098635,0.164874551971326,279,0.259636524014069,0.269185310514043,0.95688460151547,-3.22099148038311
PZD00032.1,10,30830484,0.0610609502274515,0.474910394265233,279,0.259636524014069,0.269160672768884,0.95688460151547,2.61389060969117
PZA03058.17,9,19292988,0.0616404136246546,0.112903225806452,279,0.259636524014069,0.269117936127435,0.95688460151547,-3.61885838786665
PZA00944.2,1,91429158,0.0618011664541446,0.123655913978495,279,0.259636524014069,0.269106156468153,0.95688460151547,3.6438635221698
PZA02122.9,3,197797720,0.0624647779667498,0.216845878136201,279,0.259636524014069,0.269057873259713,0.95688460151547,-3.25263208377783
PZA02834.38,5,181672656,0.062860571969856,0.422939068100358,279,0.259636524014069,0.269029336908869,0.95688460151547,2.46205505583879
PZB00665.2,8,137572228,0.0633565929693902,0.437275985663082,279,0.259636524014069,0.268993844970926,0.95688460151547,-2.35573113672069
PZA03601.3,2,209505940,0.0633906106998344,0.0734767025089605,279,0.259636524014069,0.268991421813832,0.95688460151547,-3.91736519315168
PHM3668.12,2,195555350,0.0638986189626286,0.473118279569892,279,0.259636524014069,0.268955400257873,0.95688460151547,2.34121273610728
PZB02366.2,2,2483775,0.0641356580216456,0.123655913978495,279,0.259636524014069,0.26893869737161,0.95688460151547,3.55635323265221
PZA03683.1,5,200755109,0.0642738084568532,0.408602150537634,279,0.259636524014069,0.268928993155461,0.95688460151547,-2.4936232336168
PZA00934.2,5,30064518,0.0651630941911648,0.43010752688172,279,0.259636524014069,0.268867057091318,0.95688460151547,2.30541299252616
PZA02436.1,6,149251173,0.0651964503703081,0.313620071684588,279,0.259636524014069,0.268864751614997,0.95688460151547,2.88559015193823
PZA03539.1,2,157316550,0.0653469791881053,0.186379928315412,279,0.259636524014069,0.26885436325204,0.95688460151547,-3.17216095657466
PZA00089.3,5,5267091,0.0654206897875828,0.46415770609319,279,0.259636524014069,0.268849285667792,0.95688460151547,2.23391059692273
PZB00718.2,1,17601417,0.0654427377084399,0.227598566308244,279,0.259636524014069,0.268847768081081,0.95688460151547,-2.97377457080577
PZA03176.4,7,151510758,0.0656475356673372,0.424731182795699,279,0.259636524014069,0.268833697748286,0.95688460151547,2.52029996432952
PZA02982.5,4,148401074,0.0660736445533698,0.120071684587814,279,0.259636524014069,0.268804573027849,0.95688460151547,3.73104213933266
PZA03305.3,1,286642520,0.0662832014859625,0.290322580645161,279,0.259636524014069,0.268790323627693,0.95688460151547,2.75771335386611
PZA03638.2,8,118438533,0.0664144862078902,0.385304659498208,279,0.259636524014069,0.268781421193208,0.95688460151547,-2.53958099160525
PZA00007.2,10,144172190,0.0669590544302371,0.197132616487455,279,0.259636524014069,0.268744694724944,0.95688460151547,-2.77234709431889
PZA03070.6,3,43868070,0.0670958133501821,0.344086021505376,279,0.259636524014069,0.268735521917724,0.95688460151547,-2.65719005887098
PZA00396.9,2,4679573,0.0671039290793348,0.439068100358423,279,0.259636524014069,0.268734978204534,0.95688460151547,-2.69100647097102
PZA01271.1,1,1947984,0.0679401192163941,0.489247311827957,279,0.259636524014069,0.268679333243822,0.95688460151547,2.35125606528987
PZA00626.4,5,66131678,0.0679752710044171,0.25089605734767,279,0.259636524014069,0.268677010190733,0.95688460151547,2.66183006784522
PZA03111.2,1,287179850,0.0681927489813012,0.204301075268817,279,0.259636524014069,0.268662666524972,0.95688460151547,-2.84655414881479
PZA03759.2,9,80446876,0.0683645464556151,0.272401433691756,279,0.259636524014069,0.268651370433914,0.95688460151547,-2.69220177301344
PHM1218.6,9,11342096,0.0689574673072532,0.263440860215054,279,0.259636524014069,0.26861261771891,0.95688460151547,2.75845724139282
PZA00527.6,2,216832881,0.0690798977107365,0.247311827956989,279,0.259636524014069,0.268604660448595,0.95688460151547,-2.55124250000694
PZA00182.3,6,113705266,0.0702781688429747,0.351254480286738,279,0.259636524014069,0.268527571748462,0.95688460151547,-2.48212837003331
PZA03158.3,4,184717455,0.0705559644754949,0.204301075268817,279,0.259636524014069,0.268509902299791,0.95688460151547,-2.68270220858506
PZA00455.4,1,179852076,0.0711031604256005,0.159498207885305,279,0.259636524014069,0.268475315538133,0.95688460151547,3.22165061377177
PZB02159.2,8,123269296,0.0713436787162115,0.433691756272401,279,0.259636524014069,0.268460203657699,0.95688460151547,2.52915685153133
PZB00116.1,1,233401072,0.0713906159332885,0.347670250896057,279,0.259636524014069,0.268457260972282,0.95688460151547,2.43405765318698
PZA00378.9,1,63030387,0.0719002446477321,0.159498207885305,279,0.259636524014069,0.268425443857243,0.95688460151547,3.36725767753455
PZA00459.5,2,17015152,0.0722591382329223,0.390681003584229,279,0.259636524014069,0.268403182971656,0.95688460151547,-2.28448553402455
PZA00479.9,2,192125202,0.0723446156385161,0.130824372759857,279,0.259636524014069,0.268397898690462,0.95688460151547,3.51277233933058
PZA03602.2,2,209504254,0.0728923189475318,0.121863799283154,279,0.259636524014069,0.268364198229897,0.95688460151547,3.39907033625275
PHM13673.53,3,192236275,0.0729541779454513,0.369175627240143,279,0.259636524014069,0.268360409190208,0.95688460151547,2.6021732004678
PZA03392.1,1,263337243,0.0730276345724234,0.236559139784946,279,0.259636524014069,0.268355914261653,0.95688460151547,2.76507806861332
PZA00102.6,2,24893463,0.0732199930290603,0.120071684587814,279,0.259636524014069,0.268344166612707,0.95688460151547,3.40102653048228
PZA00510.3,6,131576037,0.0734551147364309,0.204301075268817,279,0.259636524014069,0.268329852485976,0.95688460151547,2.86409453320493
PZB00079.3,5,11737747,0.073531017093502,0.279569892473118,279,0.259636524014069,0.268325242131446,0.95688460151547,2.62395927529474
PZB00595.1,7,161517989,0.0740701334596703,0.163082437275986,279,0.259636524014069,0.268292642960711,0.95688460151547,3.24701777241012
PZA03311.2,4,153293139,0.0743210507452515,0.232974910394265,279,0.259636524014069,0.268277557787977,0.95688460151547,-2.71284120200971
PZA02988.2,4,133757006,0.074643168490457,0.0663082437275986,279,0.259636524014069,0.26825827244749,0.95688460151547,-5.40953460783672
PHM2324.23,3,57966892,0.0749230883602049,0.139784946236559,279,0.259636524014069,0.268241586360361,0.95688460151547,-3.72016927956838
PZA03709.1,10,121493027,0.075559977984993,0.120071684587814,279,0.259636524014069,0.268203870817884,0.95688460151547,3.73774590970487
PZA00121.10,2,228972835,0.0757346606586351,0.189964157706093,279,0.259636524014069,0.268193586407331,0.95688460151547,2.91368040321825
PZA01196.2,8,24748473,0.0757986717152141,0.367383512544803,279,0.259636524014069,0.268189824184593,0.95688460151547,2.4209316424305
PZA02182.1,3,224184375,0.0758937372941248,0.256272401433692,279,0.259636524014069,0.268184243077426,0.95688460151547,2.84661398900175
PZA03113.5,9,26513930,0.076264190521607,0.227598566308244,279,0.259636524014069,0.26816256638746,0.95688460151547,-2.85441532925739
PZD00027.1,3,169757113,0.0767326096637806,0.275985663082437,279,0.259636524014069,0.268135319722896,0.95688460151547,-2.44277901828281
PZA01883.2,10,8950935,0.0769630943643313,0.163082437275986,279,0.259636524014069,0.268121979004112,0.95688460151547,3.20338443159849
PZA03533.1,4,204059957,0.0770002933076396,0.0519713261648745,279,0.259636524014069,0.268119829936754,0.95688460151547,-4.54556800706496
PZA03264.1,3,136356797,0.0780509091626227,0.0913978494623656,279,0.259636524014069,0.268059592992929,0.95688460151547,-3.69037920909068
PZB02080.1,4,4980568,0.078454158141914,0.170250896057348,279,0.259636524014069,0.26803670543518,0.95688460151547,-2.99277328550613
PZA00010.5,1,119703101,0.0790826279389096,0.340501792114695,279,0.259636524014069,0.268001287552158,0.95688460151547,2.41450281043956
PZA00243.24,1,295770969,0.0790861767646683,0.32258064516129,279,0.259636524014069,0.268001088421912,0.95688460151547,-2.58264466011809
PHM11114.7,8,70899841,0.0794360966692277,0.473118279569892,279,0.259636524014069,0.267981501241393,0.95688460151547,-2.22227520392755
lg2.1,3,175051278,0.0796529072302302,0.25089605734767,279,0.259636524014069,0.267969411854686,0.95688460151547,2.65100589721561
